Protein,Sensitivity,Specificity
HpCD00780978,0.5,1.0

HpCD00780986,0.5,1.0

HpCD00780875,0.5,1.0

HpCD00780883,0.5,1.0

HpCD00780891,0.5,1.0

HpCD00780971,0.5,1.0

HpCD00780979,0.5,1.0

HpCD00780987,0.5,1.0

HpCD00780876,0.5033333333333333,1.0

HpCD00780884,0.5,1.0

HpCD00780892,0.5,0.9966666666666667

HpCD00780972,0.5,1.0

HpCD00780980,0.5,1.0

HpCD00780988,0.5,0.9966666666666667

HpCD00780877,0.5,1.0

HpCD00780885,0.5,1.0

HpCD00780893,0.5,1.0

HpCD00780973,0.5,1.0

HpCD00780981,0.5,1.0

HpCD00780989,0.5033333333333333,0.9966666666666667

HpCD00780878,0.5,0.9966666666666667

HpCD00780886,0.5,1.0

HpCD00780894,0.5033333333333333,1.0

HpCD00780974,0.5,1.0

HpCD00780982,0.5,1.0

HpCD00780990,0.5,1.0

HpCD00780991,0.5,0.9966666666666667

HpCD00780999,0.5,1.0

HpCD00781007,0.5,1.0

HpCD00781087,0.5,1.0

HpCD00781095,0.5,1.0

HpCD00781103,0.5,1.0

HpCD00780992,0.5,0.9966666666666667

HpCD00781000,0.5,1.0

HpCD00781008,0.5,1.0

HpCD00781088,0.5,1.0

HpCD00781096,0.5,1.0

HpCD00781104,0.5,1.0

HpCD00780993,0.5,0.9966666666666667

HpCD00781001,0.5,1.0

HpCD00781009,0.5,1.0

HpCD00781089,0.5,1.0

HpCD00781097,0.5,1.0

HpCD00781105,0.5,1.0

HpCD00780994,0.5,0.9966666666666667

HpCD00781002,0.5033333333333333,0.99

HpCD00781010,0.51,0.98

HpCD00781090,0.51,0.9966666666666667

HpCD00781098,0.5133333333333333,0.9966666666666667

HpCD00781106,0.5,1.0

HpCD00780995,0.5,1.0

HpCD00781003,0.5,1.0

HpCD00781011,0.5,0.9966666666666667

HpCD00781091,0.5,1.0

HpCD00781099,0.5,1.0

HpCD00781107,0.5,1.0

HpCD00780996,0.5033333333333333,1.0

HpCD00781004,0.5033333333333333,1.0

HpCD00781012,0.5033333333333333,1.0

HpCD00781092,0.5033333333333333,1.0

HpCD00781100,0.5033333333333333,0.9966666666666667

HpCD00781108,0.5033333333333333,1.0

HpCD00780997,0.5,0.9966666666666667

HpCD00781005,0.5,1.0

HpCD00781013,0.5,1.0

HpCD00781093,0.5066666666666667,1.0

HpCD00781101,0.5033333333333333,1.0

HpCD00781109,0.51,1.0

HpCD00780998,0.5033333333333333,1.0

HpCD00781006,0.5,1.0

HpCD00781014,0.5266666666666666,0.9666666666666667

HpCD00781094,0.5,0.9966666666666667

HpCD00781102,0.5,1.0

HpCD00781110,0.5,1.0

HpCD00781015,0.5,1.0

HpCD00781023,0.5,1.0

HpCD00781031,0.5066666666666667,1.0

HpCD00781111,0.5133333333333333,1.0

HpCD00781119,0.5233333333333333,0.9966666666666667

HpCD00781127,0.51,0.9966666666666667

HpCD00781016,0.5,1.0

HpCD00781024,0.5,1.0

HpCD00781032,0.5,1.0

HpCD00781112,0.5,1.0

HpCD00781120,0.5,0.99

HpCD00781128,0.5,1.0

HpCD00781017,0.5,1.0

HpCD00781025,0.5,1.0

HpCD00781033,0.5,1.0

HpCD00781113,0.51,0.9933333333333333

HpCD00781121,0.5,1.0

HpCD00781129,0.5,1.0

HpCD00781018,0.5,1.0

HpCD00781026,0.5,1.0

HpCD00781034,0.5,1.0

HpCD00781114,0.5,0.9933333333333333

HpCD00781122,0.5,0.9933333333333333

HpCD00781130,0.5,0.9966666666666667

HpCD00781019,0.5,1.0

HpCD00781027,0.5033333333333333,1.0

HpCD00781035,0.5066666666666667,1.0

HpCD00781115,0.5033333333333333,1.0

HpCD00781123,0.5066666666666667,1.0

HpCD00781131,0.5033333333333333,1.0

HpCD00781020,0.5,0.9966666666666667

HpCD00781028,0.5,1.0

HpCD00781036,0.5066666666666667,0.99

HpCD00781116,0.51,0.9966666666666667

HpCD00781124,0.5,1.0

HpCD00781132,0.5066666666666667,1.0

HpCD00781021,0.5033333333333333,1.0

HpCD00781029,0.5,1.0

HpCD00781037,0.5033333333333333,1.0

HpCD00781117,0.5,1.0

HpCD00781125,0.5,1.0

HpCD00781133,0.5,1.0

HpCD00781022,0.5,1.0

HpCD00781030,0.5,1.0

HpCD00781038,0.5,1.0

HpCD00781118,0.5,0.99

HpCD00781126,0.5033333333333333,1.0

HpCD00781134,0.5,1.0

HpCD00781039,0.5033333333333333,1.0

HpCD00781047,0.5,1.0

HpCD00781055,0.5,1.0

HpCD00781135,0.5,1.0

HpCD00781143,0.5,1.0

HpCD00781151,0.5,0.9933333333333333

HpCD00781040,0.5066666666666667,1.0

HpCD00781048,0.5,0.9966666666666667

HpCD00781056,0.5,1.0

HpCD00781136,0.5,1.0

HpCD00781144,0.5,1.0

HpCD00781152,0.5,1.0

HpCD00781041,0.5033333333333333,0.9966666666666667

HpCD00781049,0.5,1.0

HpCD00781057,0.5033333333333333,1.0

HpCD00781137,0.5,1.0

HpCD00781145,0.5,1.0

HpCD00781153,0.5,1.0

HpCD00781042,0.5,0.9966666666666667

HpCD00781050,0.5133333333333333,0.9733333333333334

HpCD00781058,0.5,1.0

HpCD00781138,0.5,0.9966666666666667

HpCD00781146,0.5,1.0

HpCD00781154,0.5,1.0

HpCD00781043,0.5033333333333333,1.0

HpCD00781051,0.5033333333333333,1.0

HpCD00781059,0.5166666666666667,1.0

HpCD00781139,0.5033333333333333,0.9966666666666667

HpCD00781147,0.5,1.0

HpCD00781155,0.5,1.0

HpCD00781044,0.5,0.9966666666666667

HpCD00781052,0.5,1.0

HpCD00781060,0.5033333333333333,0.9933333333333333

HpCD00781140,0.5066666666666667,1.0

HpCD00781148,0.5,1.0

HpCD00781156,0.5033333333333333,0.9966666666666667

HpCD00781045,0.5,1.0

HpCD00781053,0.5,1.0

HpCD00781061,0.5033333333333333,1.0

HpCD00781141,0.51,0.9966666666666667

HpCD00781149,0.5033333333333333,0.9966666666666667

HpCD00781157,0.5066666666666667,1.0

HpCD00781046,0.5,1.0

HpCD00781054,0.5,0.9966666666666667

HpCD00781062,0.5133333333333333,1.0

HpCD00781142,0.5,1.0

HpCD00781150,0.5,1.0

HpCD00781158,0.5,1.0

HpCD00781063,0.5,1.0

HpCD00781071,0.5,1.0

HpCD00781079,0.5,1.0

HpCD00781159,0.5,1.0

HpCD00781167,0.5,1.0

HpCD00781175,0.5,1.0

HpCD00781064,0.5,1.0

HpCD00781072,0.5,1.0

HpCD00781080,0.5,1.0

HpCD00781160,0.5,1.0

HpCD00781168,0.5,1.0

HpCD00781176,0.5,1.0

HpCD00781065,0.5,0.9966666666666667

HpCD00781073,0.5,0.9966666666666667

HpCD00781081,0.5,1.0

HpCD00781161,0.5033333333333333,0.9966666666666667

HpCD00781169,0.5,1.0

HpCD00781177,0.5033333333333333,1.0

HpCD00781066,0.52,0.9666666666666667

HpCD00781074,0.5,0.9966666666666667

HpCD00781082,0.5,1.0

HpCD00781162,0.51,0.9966666666666667

HpCD00781170,0.5,1.0

HpCD00781178,0.5,0.9966666666666667

HpCD00781067,0.5,1.0

HpCD00781075,0.5,1.0

HpCD00781083,0.5,1.0

HpCD00781163,0.5066666666666667,1.0

HpCD00781171,0.5033333333333333,0.9966666666666667

HpCD00781179,0.5,1.0

HpCD00781068,0.5033333333333333,1.0

HpCD00781076,0.5,0.9966666666666667

HpCD00781084,0.5066666666666667,1.0

HpCD00781164,0.5033333333333333,1.0

HpCD00781172,0.5,1.0

HpCD00781180,0.5033333333333333,1.0

HpCD00781069,0.5,0.9966666666666667

HpCD00781077,0.5,1.0

HpCD00781085,0.5,0.9966666666666667

HpCD00781165,0.5033333333333333,1.0

HpCD00781173,0.5,1.0

HpCD00781181,0.5,0.9966666666666667

HpCD00781070,0.5,1.0

HpCD00781078,0.5,1.0

HpCD00781086,0.5,1.0

HpCD00781166,0.5,1.0

HpCD00781174,0.5033333333333333,0.99

HpCD00781182,0.5033333333333333,0.9966666666666667

HpCD00781183,0.5,1.0

HpCD00781191,0.5,1.0

HpCD00781199,0.5,1.0

HpCD00781279,0.5,1.0

HpCD00781287,0.5,1.0

HpCD00781295,0.5,1.0

HpCD00781184,0.5,1.0

HpCD00781192,0.5,1.0

HpCD00781200,0.5,0.9966666666666667

HpCD00781280,0.5,1.0

HpCD00781288,0.5,0.9966666666666667

HpCD00781296,0.5,1.0

HpCD00781185,0.5033333333333333,0.9966666666666667

HpCD00781193,0.5,1.0

HpCD00781201,0.5,1.0

HpCD00781281,0.5,0.9966666666666667

HpCD00781289,0.5,1.0

HpCD00781297,0.5,1.0

HpCD00781186,0.5,0.9966666666666667

HpCD00781194,0.5033333333333333,0.99

HpCD00781202,0.5,1.0

HpCD00781282,0.5,1.0

HpCD00781290,0.5,0.9966666666666667

HpCD00781298,0.5,0.9966666666666667

HpCD00781187,0.5,1.0

HpCD00781195,0.5,1.0

HpCD00781203,0.5033333333333333,1.0

HpCD00781283,0.5033333333333333,1.0

HpCD00781291,0.5,1.0

HpCD00781299,0.5,1.0

HpCD00781188,0.5,0.9933333333333333

HpCD00781196,0.5,1.0

HpCD00781204,0.5,1.0

HpCD00781284,0.5033333333333333,0.9966666666666667

HpCD00781292,0.5,1.0

HpCD00781300,0.5033333333333333,0.9966666666666667

HpCD00781189,0.5033333333333333,1.0

HpCD00781197,0.5,1.0

HpCD00781205,0.5033333333333333,1.0

HpCD00781285,0.5,1.0

HpCD00781293,0.5,1.0

HpCD00781301,0.5,0.9933333333333333

HpCD00781190,0.5,1.0

HpCD00781198,0.5,1.0

HpCD00781206,0.5,1.0

HpCD00781286,0.5,1.0

HpCD00781294,0.5,1.0

HpCD00781302,0.5066666666666667,0.99

HpCD00781207,0.5,0.99

HpCD00781215,0.5,1.0

HpCD00781223,0.5,1.0

HpCD00781303,0.5,1.0

HpCD00781311,0.5,1.0

HpCD00781319,0.5,1.0

HpCD00781208,0.5033333333333333,0.9966666666666667

HpCD00781216,0.5,1.0

HpCD00781224,0.5,1.0

HpCD00781304,0.5,1.0

HpCD00781312,0.5033333333333333,0.9933333333333333

HpCD00781320,0.5,1.0

HpCD00781209,0.5,1.0

HpCD00781217,0.5,1.0

HpCD00781225,0.5,1.0

HpCD00781305,0.51,0.9966666666666667

HpCD00781313,0.5033333333333333,1.0

HpCD00781321,0.5033333333333333,1.0

HpCD00781210,0.5,1.0

HpCD00781218,0.5,1.0

HpCD00781226,0.5,1.0

HpCD00781306,0.5,1.0

HpCD00781314,0.5133333333333333,0.9666666666666667

HpCD00781322,0.5,1.0

HpCD00781211,0.5033333333333333,1.0

HpCD00781219,0.5,1.0

HpCD00781227,0.51,1.0

HpCD00781307,0.5033333333333333,1.0

HpCD00781315,0.5033333333333333,1.0

HpCD00781323,0.5,1.0

HpCD00781212,0.5033333333333333,1.0

HpCD00781220,0.5,1.0

HpCD00781228,0.5033333333333333,0.9966666666666667

HpCD00781308,0.5166666666666667,0.99

HpCD00781316,0.5033333333333333,0.9966666666666667

HpCD00781324,0.5033333333333333,0.99

HpCD00781213,0.51,0.9866666666666667

HpCD00781221,0.5,1.0

HpCD00781229,0.5,0.9966666666666667

HpCD00781309,0.5066666666666667,0.9933333333333333

HpCD00781317,0.5066666666666667,1.0

HpCD00781325,0.5,1.0

HpCD00781214,0.5,1.0

HpCD00781222,0.5033333333333333,1.0

HpCD00781230,0.5,1.0

HpCD00781310,0.5,1.0

HpCD00781318,0.5,0.9933333333333333

HpCD00781326,0.5,1.0

HpCD00781231,0.5,1.0

HpCD00781239,0.5,1.0

HpCD00781247,0.5,1.0

HpCD00781327,0.5,1.0

HpCD00781335,0.5,1.0

HpCD00781343,0.5,1.0

HpCD00781232,0.51,0.9966666666666667

HpCD00781240,0.5,1.0

HpCD00781248,0.5,1.0

HpCD00781328,0.5,1.0

HpCD00781336,0.5,1.0

HpCD00781344,0.5033333333333333,0.9966666666666667

HpCD00781233,0.5,1.0

HpCD00781241,0.5,1.0

HpCD00781249,0.5,1.0

HpCD00781329,0.52,0.9733333333333334

HpCD00781337,0.5,1.0

HpCD00781345,0.5066666666666667,1.0

HpCD00781234,0.5,1.0

HpCD00781242,0.5,1.0

HpCD00781250,0.5,1.0

HpCD00781330,0.5,1.0

HpCD00781338,0.5,1.0

HpCD00781346,0.5033333333333333,1.0

HpCD00781235,0.5033333333333333,0.9966666666666667

HpCD00781243,0.5,1.0

HpCD00781251,0.5,1.0

HpCD00781331,0.5,1.0

HpCD00781339,0.5033333333333333,1.0

HpCD00781347,0.5,1.0

HpCD00781236,0.5,1.0

HpCD00781244,0.5,1.0

HpCD00781252,0.5,1.0

HpCD00781332,0.5,0.9966666666666667

HpCD00781340,0.5,0.9966666666666667

HpCD00781348,0.5,1.0

HpCD00781237,0.5,1.0

HpCD00781245,0.5,1.0

HpCD00781253,0.5,1.0

HpCD00781333,0.5033333333333333,1.0

HpCD00781341,0.52,0.96

HpCD00781349,0.5,1.0

HpCD00781238,0.5,1.0

HpCD00781246,0.5033333333333333,1.0

HpCD00781254,0.5,0.9966666666666667

HpCD00781334,0.5,1.0

HpCD00781342,0.5,1.0

HpCD00781350,0.5,1.0

HpCD00781255,0.5,1.0

HpCD00781263,0.5,1.0

HpCD00781271,0.5,1.0

HpCD00781351,0.5,1.0

HpCD00781359,0.5,1.0

HpCD00781367,0.5,1.0

HpCD00781256,0.5,1.0

HpCD00781264,0.5,1.0

HpCD00781272,0.5,1.0

HpCD00781352,0.5,1.0

HpCD00781360,0.5,1.0

HpCD00781368,0.5,1.0

HpCD00781257,0.5,1.0

HpCD00781265,0.5066666666666667,1.0

HpCD00781273,0.5,1.0

HpCD00781353,0.5,1.0

HpCD00781361,0.5033333333333333,1.0

HpCD00781369,0.5,1.0

HpCD00781258,0.5,1.0

HpCD00781266,0.5,1.0

HpCD00781274,0.5,1.0

HpCD00781354,0.5,1.0

HpCD00781362,0.5,1.0

HpCD00781370,0.5,1.0

HpCD00781259,0.5,1.0

HpCD00781267,0.5,1.0

HpCD00781275,0.5,1.0

HpCD00781355,0.5,1.0

HpCD00781363,0.5,1.0

HpCD00781371,0.5,1.0

HpCD00781260,0.5033333333333333,1.0

HpCD00781268,0.5,1.0

HpCD00781276,0.5,1.0

HpCD00781356,0.5,0.9966666666666667

HpCD00781364,0.5,1.0

HpCD00781372,0.5,1.0

HpCD00781261,0.5,1.0

HpCD00781269,0.5,1.0

HpCD00781277,0.5,1.0

HpCD00781357,0.5,1.0

HpCD00781365,0.5033333333333333,1.0

HpCD00781373,0.5066666666666667,1.0

HpCD00781262,0.5033333333333333,0.9966666666666667

HpCD00781270,0.5133333333333333,0.9833333333333333

HpCD00781278,0.5,1.0

HpCD00781358,0.5,1.0

HpCD00781366,0.5833333333333334,0.9566666666666667

HpCD00781374,0.5,1.0

HpCD00781375,0.5,1.0

HpCD00781383,0.5033333333333333,1.0

HpCD00781391,0.5,1.0

HpCD00781471,0.5033333333333333,1.0

HpCD00781479,0.5,1.0

HpCD00781487,0.5066666666666667,1.0

HpCD00781376,0.5,1.0

HpCD00781384,0.5,0.9966666666666667

HpCD00781392,0.5,1.0

HpCD00781472,0.5,1.0

HpCD00781480,0.5066666666666667,0.9966666666666667

HpCD00781488,0.5,1.0

HpCD00781377,0.5,0.9966666666666667

HpCD00781385,0.5,1.0

HpCD00781393,0.5,1.0

HpCD00781473,0.5,1.0

HpCD00781481,0.5033333333333333,0.99

HpCD00781489,0.5,1.0

HpCD00781378,0.5,1.0

HpCD00781386,0.5033333333333333,1.0

HpCD00781394,0.5,1.0

HpCD00781474,0.5,1.0

HpCD00781482,0.5,1.0

HpCD00781490,0.5066666666666667,0.9966666666666667

HpCD00781379,0.5066666666666667,1.0

HpCD00781387,0.5133333333333333,0.9933333333333333

HpCD00781395,0.5,0.9966666666666667

HpCD00781475,0.5,1.0

HpCD00781483,0.5,0.9966666666666667

HpCD00781491,0.5,1.0

HpCD00781380,0.5,1.0

HpCD00781388,0.5,0.9933333333333333

HpCD00781396,0.5,1.0

HpCD00781476,0.5366666666666666,0.9966666666666667

HpCD00781484,0.51,0.9966666666666667

HpCD00781492,0.51,1.0

HpCD00781381,0.5066666666666667,1.0

HpCD00781389,0.5,1.0

HpCD00781397,0.5,1.0

HpCD00781477,0.5033333333333333,1.0

HpCD00781485,0.51,0.9766666666666667

HpCD00781493,0.5,0.9966666666666667

HpCD00781382,0.5033333333333333,1.0

HpCD00781390,0.5,0.9966666666666667

HpCD00781398,0.5033333333333333,1.0

HpCD00781478,0.5066666666666667,0.9966666666666667

HpCD00781486,0.5,1.0

HpCD00781494,0.5,1.0

HpCD00781399,0.5,1.0

HpCD00781407,0.5,1.0

HpCD00781415,0.5,1.0

HpCD00781495,0.5,1.0

HpCD00781503,0.5066666666666667,1.0

HpCD00781511,0.5066666666666667,1.0

HpCD00781400,0.5,1.0

HpCD00781408,0.5,0.9966666666666667

HpCD00781416,0.5,1.0

HpCD00781496,0.5,1.0

HpCD00781504,0.5,1.0

HpCD00781512,0.5,1.0

HpCD00781401,0.5,1.0

HpCD00781409,0.5,1.0

HpCD00781417,0.5,1.0

HpCD00781497,0.5,1.0

HpCD00781505,0.5,1.0

HpCD00781513,0.5,1.0

HpCD00781402,0.5,1.0

HpCD00781410,0.5033333333333333,1.0

HpCD00781418,0.5,1.0

HpCD00781498,0.5033333333333333,0.9966666666666667

HpCD00781506,0.5,0.9966666666666667

HpCD00781514,0.5,1.0

HpCD00781403,0.5033333333333333,0.9933333333333333

HpCD00781411,0.5033333333333333,1.0

HpCD00781419,0.5,1.0

HpCD00781499,0.5033333333333333,1.0

HpCD00781507,0.5033333333333333,1.0

HpCD00781515,0.5,1.0

HpCD00781404,0.5,1.0

HpCD00781412,0.5,1.0

HpCD00781420,0.5,1.0

HpCD00781500,0.51,0.9966666666666667

HpCD00781508,0.5033333333333333,1.0

HpCD00781516,0.5166666666666667,0.9833333333333333

HpCD00781405,0.5,0.9966666666666667

HpCD00781413,0.5,1.0

HpCD00781421,0.5,1.0

HpCD00781501,0.5,1.0

HpCD00781509,0.5033333333333333,1.0

HpCD00781517,0.5066666666666667,0.9966666666666667

HpCD00781406,0.5033333333333333,1.0

HpCD00781414,0.5,1.0

HpCD00781422,0.5,1.0

HpCD00781502,0.5,1.0

HpCD00781510,0.5,1.0

HpCD00781518,0.5033333333333333,0.9966666666666667

HpCD00781423,0.5,1.0

HpCD00781431,0.5,1.0

HpCD00781439,0.5,1.0

HpCD00781519,0.5,1.0

HpCD00781527,0.5,1.0

HpCD00781535,0.5,1.0

HpCD00781424,0.5,1.0

HpCD00781432,0.5,1.0

HpCD00781440,0.5,1.0

HpCD00781520,0.5,1.0

HpCD00781528,0.51,0.9833333333333333

HpCD00781536,0.51,0.9766666666666667

HpCD00781425,0.5,1.0

HpCD00781433,0.5066666666666667,1.0

HpCD00781441,0.52,0.99

HpCD00781521,0.5,1.0

HpCD00781529,0.5033333333333333,1.0

HpCD00781537,0.5,1.0

HpCD00781426,0.5,1.0

HpCD00781434,0.5,1.0

HpCD00781442,0.5,1.0

HpCD00781522,0.5,1.0

HpCD00781530,0.5,1.0

HpCD00781538,0.5033333333333333,0.99

HpCD00781427,0.5,1.0

HpCD00781435,0.5,1.0

HpCD00781443,0.5,1.0

HpCD00781523,0.51,1.0

HpCD00781531,0.5,0.9966666666666667

HpCD00781539,0.5,0.9966666666666667

HpCD00781428,0.5,1.0

HpCD00781436,0.5066666666666667,1.0

HpCD00781444,0.5033333333333333,0.9966666666666667

HpCD00781524,0.5033333333333333,0.9966666666666667

HpCD00781532,0.5066666666666667,1.0

HpCD00781540,0.5033333333333333,0.9966666666666667

HpCD00781429,0.5,1.0

HpCD00781437,0.51,0.9933333333333333

HpCD00781445,0.5,0.9966666666666667

HpCD00781525,0.5033333333333333,1.0

HpCD00781533,0.51,1.0

HpCD00781541,0.5033333333333333,1.0

HpCD00781430,0.5133333333333333,0.9966666666666667

HpCD00781438,0.5,1.0

HpCD00781446,0.5,1.0

HpCD00781526,0.5,1.0

HpCD00781534,0.5,1.0

HpCD00781542,0.5,1.0

HpCD00781447,0.5,1.0

HpCD00781455,0.5,1.0

HpCD00781463,0.5,1.0

HpCD00781543,0.5,1.0

HpCD00781551,0.5,1.0

HpCD00781559,0.5,0.9966666666666667

HpCD00781448,0.5,1.0

HpCD00781456,0.5,1.0

HpCD00781464,0.5,1.0

HpCD00781544,0.5,1.0

HpCD00781552,0.5,1.0

HpCD00781560,0.5,1.0

HpCD00781449,0.5,1.0

HpCD00781457,0.5,1.0

HpCD00781465,0.5,1.0

HpCD00781545,0.5033333333333333,0.9966666666666667

HpCD00781553,0.5,1.0

HpCD00781561,0.5,1.0

HpCD00781450,0.5,1.0

HpCD00781458,0.5,1.0

HpCD00781466,0.5,1.0

HpCD00781546,0.5,1.0

HpCD00781554,0.5,1.0

HpCD00781562,0.5,1.0

HpCD00781451,0.5,1.0

HpCD00781459,0.5,1.0

HpCD00781467,0.5066666666666667,0.9933333333333333

HpCD00781547,0.5,1.0

HpCD00781555,0.5,1.0

HpCD00781563,0.5066666666666667,0.9966666666666667

HpCD00781452,0.5033333333333333,1.0

HpCD00781460,0.51,1.0

HpCD00781468,0.5,1.0

HpCD00781548,0.5033333333333333,1.0

HpCD00781556,0.5033333333333333,1.0

HpCD00781564,0.5033333333333333,1.0

HpCD00781453,0.5,1.0

HpCD00781461,0.5,1.0

HpCD00781469,0.5033333333333333,0.9966666666666667

HpCD00781549,0.5033333333333333,1.0

HpCD00781557,0.5066666666666667,0.9966666666666667

HpCD00781565,0.5033333333333333,0.9966666666666667

HpCD00781454,0.5033333333333333,1.0

HpCD00781462,0.5033333333333333,0.9966666666666667

HpCD00781470,0.5066666666666667,0.9966666666666667

HpCD00781550,0.5,1.0

HpCD00781558,0.5,0.9966666666666667

HpCD00781566,0.5,1.0

HpCD00781592,0.5,1.0

HpCD00781600,0.5,1.0

HpCD00781608,0.5,1.0

HpCD00781688,0.5,1.0

HpCD00781696,0.5,1.0

HpCD00781704,0.5,1.0

HpCD00781593,0.5,0.9933333333333333

HpCD00781601,0.5,1.0

HpCD00781609,0.5,1.0

HpCD00781689,0.5,1.0

HpCD00781697,0.5,1.0

HpCD00781705,0.5,1.0

HpCD00781594,0.5,1.0

HpCD00781602,0.5,1.0

HpCD00781610,0.5,1.0

HpCD00781690,0.5,1.0

HpCD00781698,0.5,1.0

HpCD00781706,0.5066666666666667,1.0

HpCD00781595,0.5,1.0

HpCD00781603,0.5,1.0

HpCD00781611,0.5,1.0

HpCD00781691,0.5,1.0

HpCD00781699,0.5,1.0

HpCD00781707,0.5,1.0

HpCD00781596,0.5066666666666667,1.0

HpCD00781604,0.5,1.0

HpCD00781612,0.5,1.0

HpCD00781692,0.5,1.0

HpCD00781700,0.5,1.0

HpCD00781708,0.5,1.0

HpCD00781597,0.5033333333333333,1.0

HpCD00781605,0.5,1.0

HpCD00781613,0.5,0.9966666666666667

HpCD00781693,0.5066666666666667,0.9933333333333333

HpCD00781701,0.5,1.0

HpCD00781709,0.5,1.0

HpCD00781598,0.5,1.0

HpCD00781606,0.5,1.0

HpCD00781614,0.5,1.0

HpCD00781694,0.5033333333333333,1.0

HpCD00781702,0.5,1.0

HpCD00781710,0.5033333333333333,0.9966666666666667

HpCD00781599,0.5033333333333333,1.0

HpCD00781607,0.5,1.0

HpCD00781615,0.5,1.0

HpCD00781695,0.5033333333333333,1.0

HpCD00781703,0.5,1.0

HpCD00781711,0.5,1.0

HpCD00781616,0.5,1.0

HpCD00781624,0.5,1.0

HpCD00781632,0.5266666666666666,0.98

HpCD00781712,0.5,1.0

HpCD00781720,0.5,1.0

HpCD00781728,0.5,1.0

HpCD00781617,0.5,1.0

HpCD00781625,0.5,1.0

HpCD00781633,0.5,1.0

HpCD00781713,0.5066666666666667,0.9966666666666667

HpCD00781721,0.5,1.0

HpCD00781729,0.5033333333333333,0.9966666666666667

HpCD00781618,0.5,1.0

HpCD00781626,0.5033333333333333,1.0

HpCD00781634,0.5,1.0

HpCD00781714,0.5033333333333333,1.0

HpCD00781722,0.5,1.0

HpCD00781730,0.5,1.0

HpCD00781619,0.5,1.0

HpCD00781627,0.5,1.0

HpCD00781635,0.5,1.0

HpCD00781715,0.51,0.9966666666666667

HpCD00781723,0.5066666666666667,1.0

HpCD00781567,0.5,1.0

HpCD00781620,0.5033333333333333,1.0

HpCD00781628,0.5,1.0

HpCD00781636,0.5,1.0

HpCD00781716,0.5,1.0

HpCD00781724,0.5,1.0

HpCD00781568,0.5,1.0

HpCD00781621,0.5,1.0

HpCD00781629,0.5033333333333333,1.0

HpCD00781637,0.5033333333333333,1.0

HpCD00781717,0.5033333333333333,0.9933333333333333

HpCD00781725,0.5133333333333333,0.9733333333333334

HpCD00781569,0.5033333333333333,1.0

HpCD00781622,0.5033333333333333,1.0

HpCD00781630,0.5066666666666667,0.9933333333333333

HpCD00781638,0.5,0.9966666666666667

HpCD00781718,0.5,0.9966666666666667
